material,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,Week 18,Week 19,Week 20,Week 21,Week 22,Week 23,Week 24,Week 25,Week 26,Week 27,Week 28,Week 29,Week 30,Week 31,Week 32,Week 33,Week 34,Week 35,Week 36,Week 37,Week 38,Week 39,Week 40,Week 41,Week 42,Week 43,Week 44,Week 45,Week 46,Week 47,Week 48,Week 49,Week 50,Week 51,Week 52
1042,15140.85,81496.35,12926.26,18759.51,35773.27,6839.15,15416.39,36319.74,23265.81,44853.06,139879.62,52601.93,41339.69,35456.98,90707.26,19921.98,17914.45,37833.84,28891.51,57620.79,93512.22,2102.55,58861.5,53876.12,47249.12,27478.39,57230.71,64063.39,7219.46,19877.71,55746.72,63331.19,7402.71,10208.73,145009.33,23677.88,66743.9,28913.1,37744.82,12751.04,33107.34,13347.32,53384.96,30693.81,25417.73,51845.81,31219.82,31075.3,48132.57,14802.97,77271.05,62452.93
1043,4577.46,14831.72,67273.64,109685.42,19345.03,88705.68,5490.05,154096.71,140691.9,88821.36,30333.71,37124.34,38200.32,7769.4,52719.26,19861.56,166555.98,10934.83,50682.74,51452.36,39321.57,76328.56,31247.85,9119.52,19257.45,69697.34,33013.67,84337.92,93920.84,34777.05,119920.25,5946.88,15109.33,17115.47,55373.77,110583.21,152473.39,14792.41,38938.37,8111.72,21103.73,97513.08,35553.94,103600.48,87588.33,10476.77,76461.93,18438.2,20514.63,38723.01,6676.36,14421.14
1044,43931.69,33900.04,58200.73,22031.82,14912.34,62546.92,43587.8,15040.7,46114.01,6926.2,87978.76,48615.76,58163.37,58287.9,29437.96,13126.54,35279.23,80105.89,35843.49,120213.32,153887.39,19625.61,45951.79,50824.0,47837.19,14537.88,25507.95,25501.22,52903.93,92218.34,36593.54,42513.57,35668.35,47199.63,22094.39,19793.44,28502.66,41430.28,13936.8,22746.05,32177.39,69795.38,91331.46,49952.0,19698.44,60327.07,71663.81,27202.82,10096.08,39733.64,72378.7,9803.93
1045,30159.18,16118.84,67492.35,31966.84,35134.39,112750.52,52529.92,43264.39,112519.94,52598.1,18444.08,73578.19,34543.79,29653.87,55697.71,29406.09,63912.97,11183.36,30350.02,2062.18,52079.77,6397.21,54020.97,58518.73,49971.74,60360.98,37726.03,13394.57,7835.62,26605.28,33370.84,66017.06,58984.99,33534.9,159512.65,2517.82,19105.48,75784.48,33376.85,27441.31,8923.22,24875.19,28139.16,54213.82,26111.05,34201.03,63660.62,25517.25,94587.8,73426.48,74791.32,60339.52
1046,22883.49,54162.65,38734.8,74660.7,104251.53,126924.88,66309.55,55284.1,33932.99,75798.19,20325.51,45668.56,70452.59,40459.35,21261.02,69013.41,54064.62,30587.44,25774.39,31043.66,65879.46,61474.48,17338.91,75431.84,26743.21,113288.3,37989.35,84850.52,43047.7,62495.58,13443.34,117963.1,65989.1,122519.53,50862.78,18090.71,72457.66,67448.64,70094.33,57911.34,25111.55,31915.91,50046.15,48488.88,39145.14,64706.18,28534.18,50597.25,16643.48,34864.99,1520.4,8340.06
1047,35161.62,104353.75,46251.29,27095.21,6442.45,49387.67,11493.03,32462.54,37004.81,7774.75,24657.85,22625.95,71583.51,105084.26,16775.45,22539.03,48906.01,27127.55,20082.19,8171.11,45068.68,47060.29,70721.11,102334.08,71222.23,91547.04,98624.73,9183.16,30084.61,29511.38,53852.49,13925.91,45039.3,60485.11,77857.69,103534.03,38695.53,62925.17,43052.15,50195.71,52150.55,44291.0,59743.82,140657.89,23166.24,182295.64,67502.96,77541.76,59431.85,64630.59,64361.48,97790.41
1048,86192.47,21133.13,61102.28,50251.08,50127.17,95767.67,14939.75,30903.05,37915.71,40252.65,14110.77,5442.43,66332.69,97680.0,30543.78,19032.91,61788.67,15006.36,81301.7,87536.84,76845.89,79850.94,58825.28,70494.01,8948.39,73324.15,34514.91,45910.6,66531.83,19702.05,34071.77,16450.57,40757.73,51899.21,33773.56,29107.6,35189.84,29087.93,114598.91,27818.13,89139.55,53260.1,18521.35,20051.08,19473.96,64169.76,59091.85,85234.72,96795.38,45550.26,36661.84,36493.49
1049,56068.71,110410.68,6692.8,56626.3,40806.05,55395.4,52770.07,14306.76,100192.04,18406.47,18936.85,59209.08,5521.84,97572.08,17127.47,78044.85,18970.5,53654.11,29138.51,14617.47,47034.43,23288.57,6203.96,22648.63,44750.0,62205.81,78593.69,91457.56,131677.81,65858.02,31606.01,6183.62,76462.79,75220.78,61890.04,16528.25,53282.4,90448.87,12157.6,109667.57,14679.81,125598.13,59905.34,43734.61,61023.92,5608.06,55420.77,34465.63,29038.18,53620.77,52139.83,137432.94
1050,15984.9,44266.26,56241.08,7070.52,51084.68,42192.41,52869.58,122289.86,7358.25,32788.91,9271.3,108863.98,56098.5,15543.28,79278.62,35847.44,45512.97,65956.99,56324.5,81942.22,11874.31,135445.78,36652.52,37219.07,21312.76,32574.48,54036.24,5232.24,81434.12,137743.83,18912.48,36869.99,34575.51,43563.36,31112.55,41736.62,96402.64,39846.97,18259.51,79330.99,17142.07,70094.82,4218.58,3893.76,55961.52,56582.26,31553.09,53479.33,38185.84,192429.6,62688.35,2575.86
1051,69247.78,60145.26,26222.51,14015.91,18121.89,38542.39,16627.04,91521.13,44086.32,16605.57,45032.44,42009.87,103022.13,32072.52,114882.78,48177.9,19956.46,41143.18,4352.93,28044.54,28707.31,13521.25,44842.33,106263.98,32886.73,121437.49,48280.92,54300.97,87467.26,17963.42,53041.5,113924.01,14044.18,17970.08,10490.86,37849.73,74938.43,61081.51,96293.07,51286.42,75789.43,40000.37,72754.82,37791.89,46438.19,6098.59,42409.55,72464.57,29658.7,21604.08,14986.17,32511.36
1052,39786.03,80879.01,3910.64,6293.23,8657.28,26386.05,18869.22,26411.4,55726.46,12070.78,63761.45,49672.77,3579.25,37546.83,26823.63,35601.98,20506.0,32479.86,14416.73,106175.76,17772.08,41909.15,67851.13,39229.34,33693.55,15281.42,29552.27,17967.51,43908.43,25594.89,47236.82,37635.04,21575.91,16996.85,23779.4,32357.89,18305.13,52157.68,65644.97,22784.54,70891.77,8314.67,46898.47,33381.92,12235.28,59214.48,91294.83,4752.79,37629.98,60198.83,49023.76,44614.15
1053,75020.12,69758.47,76274.16,11209.3,17521.09,66856.86,14726.72,41348.6,57455.87,55005.59,58769.43,68165.16,62176.84,17658.05,144691.81,70087.56,47608.39,22871.59,22528.22,14912.31,62285.63,13581.1,44240.9,36703.96,31570.21,14378.79,123485.88,66582.36,20748.07,82270.35,68572.52,120071.76,84103.21,58943.06,18358.29,13620.75,81511.78,87762.3,132896.14,127295.89,53049.01,73005.9,45941.61,31157.15,71239.54,27309.58,119766.6,67602.75,67915.95,28210.08,30351.21,33416.41
1054,6047.95,29701.05,10294.21,75287.76,7773.97,42840.08,16267.44,43625.22,6058.52,101296.5,18027.59,18089.03,62836.51,35221.84,48762.41,50992.79,13489.31,6921.58,8810.4,27673.79,42939.93,47424.75,15750.02,56877.73,116796.67,25384.37,32012.66,56172.66,59102.56,102017.54,6787.51,13034.29,25318.24,31104.27,48621.22,40568.69,76624.96,7229.16,112233.98,57609.46,38186.22,64289.58,36150.41,13710.77,16483.0,14585.64,89493.91,19986.0,37228.38,9989.53,39707.69,32397.74
1055,5242.85,21462.18,144736.9,32316.06,25240.62,16433.49,18953.83,67559.73,19239.28,22444.13,35578.82,44712.89,57673.4,29264.05,65841.01,141014.69,17968.48,21876.41,45192.72,9384.01,82112.27,15020.01,167015.95,73667.22,87674.1,52694.61,25547.17,46420.22,34675.71,57101.58,40312.14,3355.15,18077.44,90554.65,42623.63,29446.54,14739.78,68492.63,44683.12,67742.92,50449.63,98348.74,16507.78,10975.5,65661.33,34688.21,45793.03,82354.05,40737.77,29824.27,109813.86,74601.31
1056,10170.11,94208.55,64277.36,2260.99,58303.14,13866.86,50483.37,56592.22,65224.86,3337.93,40233.4,9998.08,78399.28,33869.84,71966.87,33662.63,8051.95,35345.65,49901.01,34665.44,62901.38,131385.0,69376.19,74491.9,200775.53,55409.1,43973.99,11771.61,102298.15,45434.9,23632.32,66690.24,56482.03,34836.24,72662.35,30421.55,32544.21,9756.54,29684.74,105369.89,77864.21,88690.39,108460.54,50377.49,71132.31,77820.8,51758.84,126563.71,82141.08,27316.49,31756.92,25962.0
1057,16356.18,31543.68,17898.86,33359.38,53821.64,88866.07,22032.46,84551.04,55421.53,57194.22,42140.41,23235.69,40043.52,79941.44,57560.57,41136.12,47068.07,24176.77,29848.21,82004.27,98794.37,72816.88,12164.99,18644.3,49026.03,12710.55,16937.13,32514.36,70218.79,13547.4,35339.53,41507.17,51083.85,16229.2,66490.92,31173.75,78366.85,41563.47,50063.93,94430.36,60859.26,26967.45,20405.85,52589.37,52963.73,73520.75,32292.84,46357.11,59838.06,39742.18,71135.24,52236.05
1058,26717.37,8058.96,20804.81,39727.75,39393.49,86074.19,36465.77,35767.05,3266.93,37846.93,14533.99,32345.59,40951.57,23510.41,56014.96,15140.81,49782.06,65792.53,44544.0,45457.9,11459.5,59081.77,40825.92,102640.3,7856.87,61699.35,92182.65,54770.38,21770.42,17957.04,24794.26,20482.21,45965.07,115443.06,61540.87,73974.29,28754.47,12638.93,50347.44,93055.06,74065.01,5377.3,53814.3,143853.11,116491.35,36311.56,53800.88,10446.7,24860.86,75832.67,41709.97,25309.48
1059,38317.39,54955.25,21453.85,29361.34,40420.6,97459.0,70925.07,92649.63,47408.02,35604.02,21198.31,31297.61,13559.77,5229.34,17462.8,29625.46,11627.43,68252.7,34885.05,14174.73,17819.0,40875.25,49332.27,56043.11,35273.01,119904.37,51584.2,25715.16,19127.46,45013.03,62225.33,3274.97,46097.21,53013.22,17733.58,62995.23,20869.61,24605.45,19735.7,18192.48,72264.4,198308.93,84853.7,66394.84,107648.95,10266.55,77319.23,47679.47,142871.07,40458.94,7780.2,48397.03
1060,22534.75,27804.75,110305.67,108518.07,40645.26,85775.41,28209.91,24164.4,79790.04,39235.29,30950.57,26695.15,106457.14,24847.55,45173.53,117459.21,67214.2,21754.33,18551.14,32304.57,32848.56,101722.57,43871.2,104714.9,36513.91,37647.14,16334.96,94873.66,124114.24,34501.2,30219.98,20760.36,117655.17,43911.77,99795.97,123248.45,10399.14,11275.1,11252.7,41929.73,47791.44,20416.73,64746.23,48788.04,36242.19,62650.81,16541.34,25029.35,43311.76,39339.76,42785.55,16405.82
1061,69849.12,29638.66,7123.74,57564.94,32301.91,48173.46,96190.36,60898.94,95467.93,35068.21,64702.62,50377.32,47327.41,61391.68,78634.07,3767.05,8374.89,61798.01,11362.07,47352.94,40627.22,29253.27,127602.73,58119.06,59753.0,60639.57,60813.13,10979.84,65125.83,50405.23,48462.42,35547.66,74871.38,104337.09,93404.86,60989.6,35010.54,79057.31,88341.76,22270.53,13717.32,85287.52,101218.79,96427.13,33087.53,58639.63,16928.06,16500.88,17051.29,117939.34,11561.18,28097.23
1062,19199.11,55553.61,20146.06,148771.7,25211.88,64365.34,28663.38,58644.07,67311.34,108533.33,30371.14,14275.28,24575.14,22135.47,57859.5,64326.52,4942.52,32062.62,48654.6,52667.12,126204.86,65276.73,31749.95,43593.1,81207.41,52662.48,25665.51,28841.04,25545.6,16216.16,28466.36,92638.88,48425.2,25406.31,41220.43,128902.93,37844.3,25834.47,112591.84,34061.98,40260.75,50836.03,26416.99,22130.38,27482.62,26985.34,48861.61,25527.44,22775.01,21119.33,8807.08,14433.16
1063,27463.12,43767.13,80067.84,73809.4,35845.62,105034.38,12460.99,20868.04,17706.07,76205.27,62291.59,153853.86,24432.45,56396.53,26545.75,78710.8,40125.68,23818.47,28967.02,10575.51,71989.3,88263.29,19155.7,78011.76,105973.16,19779.01,51273.4,85846.61,106849.33,11285.64,43676.1,5948.73,27713.99,19386.4,6676.07,24350.74,37811.45,48279.55,14413.09,99443.88,83837.32,42440.42,35795.18,35450.53,22192.46,76761.34,59369.03,10941.1,40172.29,91697.3,41360.9,15780.39
1064,1196.44,104185.61,30416.86,11369.59,52995.46,54711.52,31140.6,39481.68,97277.31,164286.51,37635.97,109920.82,82308.67,21003.38,116080.25,14779.75,72960.89,39850.2,131617.0,24609.13,130438.05,16083.91,16862.76,42237.68,31451.67,11857.44,165301.94,45295.49,45301.62,65585.77,29523.04,37423.65,23605.4,52299.88,55193.92,7597.07,52341.64,15004.47,43712.42,45883.39,25035.64,121253.43,46467.0,96664.94,15178.32,79011.34,22915.03,27738.16,33069.97,45312.51,45727.3,40791.92
1065,66636.07,63382.88,55435.87,78221.34,14389.22,25000.0,3099.89,50159.33,46569.85,31214.91,56260.17,53250.1,20647.77,18062.86,40057.83,21347.15,147773.11,10577.95,13225.54,71959.12,19835.81,84201.32,80808.02,173145.74,49534.37,58055.06,41793.41,46498.59,122124.38,7517.32,37828.06,9157.81,17514.3,24745.2,76876.36,11038.53,69024.17,235678.48,66839.19,24164.85,49847.82,4429.36,4582.25,8005.76,127979.63,42945.63,25705.11,51837.5,36029.44,60978.81,32973.2,13193.91
1066,71134.12,82196.17,27722.14,102954.48,13054.82,53937.61,26977.61,50290.12,71972.32,29448.4,66266.35,59814.85,102089.95,106427.28,64070.65,19821.59,52152.43,94832.97,67354.1,36378.59,40746.37,12922.99,19630.68,86912.49,67753.3,18778.37,33291.97,23873.25,43712.34,23101.43,20735.54,1127.04,18529.68,31095.3,62647.08,103113.05,22433.88,5879.07,41056.43,102244.34,52673.03,32178.46,29568.12,16647.23,23313.67,38057.0,58787.11,47087.12,81524.82,36850.75,22686.59,50276.33
1067,9771.27,48818.33,19645.78,18391.31,6979.61,26285.72,146888.73,13284.63,30655.54,77210.09,71487.97,22129.2,28537.51,61305.59,23367.09,36639.24,16440.49,34793.96,70692.04,58270.79,53674.02,50879.19,17339.6,48914.51,66804.81,45250.22,257611.97,22701.7,56302.45,61364.7,52421.47,89369.6,61894.81,82978.95,47796.89,43846.73,92412.32,17574.41,67601.31,160746.85,53089.79,30407.96,187191.54,20537.73,55639.13,151637.55,24525.75,90012.77,44271.36,10772.94,48444.82,69386.95
1068,22802.05,21407.81,27071.2,29541.76,47650.59,35005.81,72030.91,36283.18,39737.69,78790.59,44351.09,75736.85,16860.19,17204.65,102251.33,41422.03,54263.17,61556.1,62111.5,87026.43,18413.8,19254.89,39875.88,78241.04,35907.08,84370.4,47543.02,25810.83,6390.51,142090.27,22963.1,4218.4,25785.02,28760.06,37269.04,7350.04,26602.3,115167.16,121469.08,26360.66,39193.94,41320.99,32589.25,90181.43,11209.15,19184.69,6453.55,43078.27,42955.76,74374.18,15977.09,43639.62
1069,30805.61,88647.87,13807.04,24472.68,16601.54,3761.95,23804.51,23854.14,21216.28,34828.84,22544.8,17388.26,45803.7,10885.16,26678.02,6929.39,41997.02,69563.43,80893.53,32146.0,25215.33,4949.2,30106.97,16085.7,34528.88,5566.06,26957.05,82459.97,128525.72,123078.44,29160.59,6611.54,59589.23,5011.82,47020.28,61595.43,32965.39,31668.21,15372.19,64785.16,61043.0,95553.61,57306.75,57759.81,9745.36,21334.33,19059.36,30716.48,81021.24,29468.86,21725.55,123957.58
1070,61168.25,62213.04,52272.01,64403.02,68651.02,110882.15,49114.71,33117.67,30335.16,27438.1,45080.99,21912.69,20671.63,169438.92,5954.92,97103.38,52383.51,31114.64,31491.65,26895.17,71833.99,72750.11,38048.18,93836.42,54560.3,69248.79,25709.91,5269.94,79475.54,101890.85,83945.97,14386.05,55445.68,38520.56,32630.34,69772.35,23612.94,109668.61,9282.96,77356.84,144766.87,99227.26,3568.19,122092.74,7005.95,11069.71,139253.42,91787.16,20736.15,10115.36,60657.57,51062.77
1071,22502.91,38943.87,36787.33,42444.72,39441.59,40038.74,68732.07,38382.73,76325.74,3917.3,25223.38,21423.38,3539.18,105007.67,37840.22,22748.67,34177.46,59620.04,47139.48,15357.59,12238.37,58636.75,12023.97,11474.76,17935.66,51540.11,34973.54,37294.95,91388.02,43228.23,33715.91,33086.77,23900.37,27206.57,44690.1,35177.52,12636.26,156481.66,23282.31,17600.97,32542.83,69259.72,57844.2,80821.5,28250.05,60862.66,30533.89,78765.43,49459.83,5949.96,54128.06,30542.57
1072,74218.15,47655.82,51123.2,63434.5,21241.56,53798.97,44059.41,63663.78,107278.03,48873.95,58805.59,84032.11,41835.28,47511.14,59560.9,22797.9,106030.78,60789.28,10407.44,101605.57,21800.26,29453.13,142275.08,22466.42,78255.36,44286.48,77651.23,52338.07,17181.41,45358.07,66706.76,31384.3,40278.78,27686.9,28690.07,38722.95,2481.99,18876.36,69945.93,42569.24,55330.93,24085.47,51319.67,33939.06,51813.28,34604.39,3239.66,71833.09,67809.7,63870.09,128896.45,111584.75
1073,68037.43,95405.27,12350.47,28000.36,76138.55,67342.28,57193.94,49826.51,9965.95,58917.06,36586.79,45958.79,99593.72,32020.99,6665.58,2669.99,17626.95,58683.0,29019.83,23722.68,65908.39,49536.81,88468.22,12310.48,37599.19,90703.41,72269.29,80936.03,32653.73,74271.06,98087.33,59107.41,105939.88,66923.79,28531.82,28043.75,34366.13,48508.83,60828.3,19177.84,58797.31,40115.41,172937.91,74265.74,17070.36,45475.21,7836.61,42200.53,9038.48,27872.0,64727.51,67385.33
1074,65851.83,41511.89,34703.9,18056.86,47516.8,99104.43,17778.47,57901.95,42559.67,109974.86,13851.52,54766.03,24193.16,107114.55,23194.7,19894.47,30995.84,81770.92,51385.77,22539.58,122081.01,23364.66,35665.04,19439.27,13850.97,24566.55,158297.3,50127.76,62124.68,33814.33,62892.05,6190.39,11837.3,19249.8,65822.88,27441.08,46031.14,40162.72,83787.46,45381.52,42025.66,142594.8,115853.81,34898.41,24483.47,49992.83,42776.24,36184.75,96237.28,61575.99,23956.73,119060.56
1075,60441.11,32473.83,81797.64,94494.92,68740.7,51278.13,24684.56,122213.7,96135.28,56981.42,14911.32,69986.04,12246.63,25258.64,20833.04,11625.14,59892.77,58681.6,54313.65,15045.22,119211.66,39045.53,60004.81,46839.75,7148.59,64057.21,56206.08,37074.21,20470.51,20854.91,15732.75,48302.0,7397.26,100074.65,27970.99,33601.82,3817.14,62654.39,14477.81,22976.81,47078.05,38265.04,13323.37,134141.84,14559.69,13740.9,106157.52,29442.46,33037.13,6957.68,8476.31,59973.39
1076,32013.94,34613.49,33785.97,101708.82,20175.67,142768.81,39273.05,33389.38,46500.15,4552.55,30219.07,69394.8,57052.08,44938.42,9950.31,83604.5,27565.72,58722.25,24879.45,17871.67,22802.0,61381.9,28431.93,54198.42,38611.33,51937.78,38628.45,21480.72,25324.61,78530.43,23520.18,21968.73,73964.08,78576.95,58559.13,84237.39,15255.96,34494.77,67214.76,38124.41,67684.77,20682.74,16739.62,51775.41,120259.21,50068.0,34215.98,2136.03,41914.02,8084.95,33334.88,11824.03
1077,128495.52,89874.83,48957.32,18050.8,15744.89,52503.68,37900.43,64531.35,73848.16,7362.81,55379.0,17746.91,20674.78,51132.51,111815.75,75095.63,87822.07,89567.16,19976.56,93204.82,57442.32,66254.29,17367.27,81682.82,23152.18,218805.84,12880.14,28437.66,76355.91,65812.3,64092.62,112241.43,44208.15,72346.17,31268.32,92280.65,21707.7,7805.4,9404.84,51867.62,140078.28,37528.81,47212.72,219319.75,116544.06,32589.72,43050.34,83153.49,111848.99,66577.85,27031.27,70121.48
1078,92913.1,52039.42,17732.57,24476.52,17774.42,66484.87,27418.49,10137.68,52867.92,35179.28,77243.21,22091.33,111790.75,81809.11,59365.32,42145.32,53872.57,17380.8,38651.36,33567.59,12764.57,30556.87,49206.81,21049.9,37355.76,29949.86,60381.86,50166.91,28893.16,56376.16,3515.63,60643.18,81385.45,48761.73,83629.48,52839.13,47154.71,92641.67,32633.74,23903.96,156370.17,13405.99,62641.44,31535.39,33115.92,14005.98,23232.35,23637.0,43258.98,73978.77,40470.64,41671.09
1079,26788.44,42753.43,49332.13,39467.39,52856.36,36491.93,13266.97,38728.1,28325.74,22880.81,180280.03,47330.12,120007.21,86039.94,49818.32,23628.76,156066.9,41378.47,97866.08,41432.15,24210.75,60588.47,13501.36,19012.71,14724.37,18095.65,32442.62,25097.86,74905.16,4715.95,82258.05,21281.67,73759.9,69550.37,102789.18,13353.9,69033.52,104483.78,67820.58,66435.38,21987.4,11436.34,25426.17,63439.91,17757.09,76266.26,14192.95,8372.01,11921.5,65952.09,50908.02,45259.72
1080,50072.37,26439.14,29680.39,41070.78,35880.29,80270.41,19496.37,48213.24,13975.34,101259.04,6998.23,22810.77,95020.34,64498.54,16113.76,28022.93,16847.97,48537.9,26667.47,35383.82,83156.69,54178.94,44714.0,43614.94,11922.7,58958.83,47063.48,85652.56,116977.89,120755.9,72314.08,129284.9,98357.73,3814.48,13188.36,56525.56,44592.61,92975.54,33387.43,24296.06,118443.05,104255.34,97295.9,78395.84,86277.84,14760.14,5892.81,16518.12,89182.43,52199.91,31209.6,20838.01
1081,25077.98,12958.93,39776.78,66656.48,59947.79,40596.03,31223.77,63325.44,201227.74,75791.5,61584.15,14366.0,3978.85,96938.95,23878.26,59836.27,47440.68,49173.46,32573.04,70717.1,89352.67,72159.66,55433.67,109272.76,35288.77,23888.36,99941.04,16431.09,20181.83,39729.98,139811.55,31579.6,5900.47,10495.11,61967.94,49249.83,37424.37,26133.18,37575.68,100029.11,7119.38,31065.84,20905.01,56200.8,20781.54,35743.71,39117.15,161683.17,14790.11,20515.77,57258.64,131098.75
1082,30948.21,23000.77,136462.91,44888.26,20710.79,21251.53,43898.4,59828.43,32453.11,26700.04,16164.52,21846.71,24683.69,55033.56,30879.92,98879.34,19724.13,20475.25,51799.83,106881.8,16520.26,19129.37,44586.07,14214.43,4994.2,56607.99,11338.13,96555.56,2910.29,13609.64,126037.7,34017.37,63009.47,25663.87,159423.71,14024.0,21268.54,71536.82,129271.77,12802.8,107350.85,19949.89,26763.68,15197.32,34389.88,121510.21,32092.48,43218.07,7236.51,7060.32,25258.34,65682.17
1083,1588.57,144815.17,73149.88,73186.57,165403.63,63140.73,61659.64,53320.01,58239.71,27221.64,19392.01,10111.45,2270.15,26684.29,27980.96,64351.25,38200.95,37382.44,39001.96,33436.35,95200.92,41678.29,64844.8,51433.02,31902.23,148780.23,29253.01,53873.39,90164.6,105102.08,12149.2,13213.73,99763.8,76019.28,17062.52,43932.17,13873.13,18521.05,80009.27,123322.18,23704.71,13480.56,207708.59,4290.3,38890.69,99062.5,20924.74,19726.79,44064.9,73360.8,54750.87,36066.54
1084,23223.32,24368.25,14136.25,13246.27,29077.88,28980.69,20632.68,61687.01,66245.31,43166.73,103961.66,52826.22,12072.01,43956.11,63005.64,45178.77,103478.61,119682.62,23596.73,93238.16,9465.62,2143.65,100114.22,44652.27,120104.59,20061.52,32857.18,40071.98,83106.08,53838.47,37754.8,10806.3,36756.92,61350.65,60604.02,29095.07,30338.67,93868.24,29323.29,14105.89,15649.25,24821.07,48306.19,31719.9,41765.93,19973.23,48362.75,27243.79,23946.37,30714.04,27356.39,32219.62
1085,133191.87,148589.3,88233.02,8643.99,68481.74,48387.11,235935.8,25513.5,34929.14,36599.11,33797.29,20346.65,35156.9,46098.35,58017.44,49205.68,30249.91,57064.15,25390.07,71845.61,50398.77,34101.48,95205.76,50383.23,123901.34,53541.23,121874.19,81003.32,75894.29,104640.55,3904.16,24144.95,20467.89,22597.36,16195.32,18856.79,11132.61,121011.52,56651.68,108922.07,68702.44,41818.32,55518.87,29435.8,73515.41,22885.78,111770.65,68037.59,30191.72,31316.39,33257.88,14796.75
1086,20794.41,24013.16,73285.28,103738.6,34099.83,108874.11,18895.77,27291.52,139414.18,37266.3,47828.11,8501.93,15742.23,52483.06,13404.27,23403.29,53352.98,10581.84,48518.39,42295.93,11699.0,52511.85,11664.09,34551.49,20733.96,91260.92,111493.11,80815.09,151486.71,92766.91,37399.4,28756.23,15087.64,46292.89,58739.5,14266.1,59380.8,2164.68,26153.02,77100.76,41487.05,43895.82,84035.15,16526.5,78081.37,65617.69,23963.95,115194.48,71579.39,4955.83,107218.35,5128.62
1087,80354.03,42408.1,52906.31,23621.45,102174.59,45678.39,42177.35,61065.93,49611.74,73971.77,14064.97,57935.33,24825.5,31023.16,74627.37,136062.72,43363.17,8533.26,50650.8,42367.5,11487.71,49542.48,37704.38,43710.74,44933.05,77225.42,14050.92,38170.59,33827.27,63547.2,155328.92,9689.3,31338.28,100819.21,81332.67,47236.3,48398.35,53534.79,11138.24,38785.67,108656.73,23182.91,19480.97,79200.78,29960.3,102219.22,158265.65,11645.25,28109.75,36694.4,42721.06,43166.32
1088,9210.42,23791.32,29532.25,73221.06,39731.84,43312.27,16248.14,20594.3,168829.33,12500.58,18716.89,77641.33,51862.76,38177.19,60539.01,48737.21,50250.18,37680.23,134220.44,21319.53,53979.39,74064.48,53821.01,21831.4,61219.28,23918.55,29089.18,47981.64,20823.14,54472.85,75017.18,71389.84,11915.03,36243.14,35472.41,58683.61,23289.96,76858.24,30781.43,38146.07,98953.23,58138.64,13508.73,51379.46,11521.99,43369.06,57572.0,58602.15,21025.41,12710.55,40639.55,78025.32
1089,19253.99,26059.3,70575.53,64179.54,21513.07,34610.68,90867.81,34238.86,47500.48,81932.54,25243.99,91383.97,51301.15,10367.26,21023.81,23057.79,68085.03,21175.19,111750.54,26799.53,7874.73,44078.73,13622.76,16945.89,43323.28,90859.16,46618.1,13898.77,57474.92,8562.31,55071.41,9811.04,11938.14,25537.51,10344.59,36813.22,56147.87,62406.2,38226.26,91683.11,42430.44,33786.18,4552.7,97176.11,87295.57,54208.67,17916.09,22189.15,63634.05,47637.65,61152.97,87352.19
1090,9745.8,5746.35,25442.33,20275.84,23339.55,19965.34,62685.35,15934.26,12633.81,42646.87,23236.96,59380.43,55415.71,10829.71,66803.68,42879.9,11126.7,35598.03,22347.29,16548.49,24172.49,70079.55,42278.15,4870.82,87313.63,25646.14,97896.08,33415.97,39757.18,67005.32,10550.89,74520.97,29741.1,30853.2,76609.58,73604.41,63335.58,102446.29,81873.03,39043.11,1178.96,40461.34,49136.87,41514.58,4447.91,59199.34,48048.68,94588.41,8255.1,70855.11,91204.02,46251.46
1091,26664.81,32422.31,113832.34,41701.77,61792.07,29986.86,78815.06,18174.48,81284.35,25827.9,20820.18,27716.46,34258.94,20609.36,13765.79,63067.74,15455.53,47634.18,38335.73,33158.84,20683.45,18128.23,36568.34,22496.19,79255.07,74878.27,7277.26,2434.4,119808.08,34992.93,73486.15,50257.77,20099.12,69386.62,28924.11,19434.76,18612.15,208258.85,91780.81,8011.35,107911.24,10296.63,43780.41,23203.64,52404.34,163862.52,29290.0,16168.82,59412.92,1060.89,66057.5,51507.86
1092,62960.36,63956.71,23327.04,96433.16,76186.58,28305.67,114412.86,18394.54,21844.05,28942.99,29991.73,66658.22,86028.63,54320.01,19134.52,17999.76,21835.69,65977.48,8350.51,25937.79,57287.54,36625.31,62297.61,8660.37,20051.32,35108.92,94639.04,4649.7,9804.4,31986.9,98724.3,16938.6,68089.49,23857.92,22397.67,68160.01,9698.95,38438.97,23348.54,10190.46,17170.21,82999.34,58628.25,173393.88,85891.07,66572.88,120419.81,26085.5,21437.41,90461.03,50457.0,14614.0
1093,19565.81,33980.82,49561.48,105188.41,47721.17,56044.04,80388.72,30198.71,91223.44,55249.37,90977.57,47949.37,33747.37,149497.76,57467.26,78072.15,53734.04,33629.72,7456.37,74511.49,22020.84,36611.85,154066.15,98855.12,58363.63,73024.51,40234.69,58191.0,23398.16,81741.89,23274.25,104666.72,14570.33,49771.71,103804.89,34079.18,37052.93,80255.85,33445.82,5795.73,24215.12,147649.16,118518.06,117446.38,25371.11,44781.29,15561.09,131015.69,48360.49,18773.39,9323.11,59786.3
