product,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,Week 18,Week 19,Week 20,Week 21,Week 22,Week 23,Week 24,Week 25,Week 26,Week 27,Week 28,Week 29,Week 30,Week 31,Week 32,Week 33,Week 34,Week 35,Week 36,Week 37,Week 38,Week 39,Week 40,Week 41,Week 42,Week 43,Week 44,Week 45,Week 46,Week 47,Week 48,Week 49,Week 50,Week 51,Week 52
130,379.31,248.81,190.76,491.22,66.11,719.32,390.91,83.08,486.32,396.34,105.89,336.35,362.93,444.43,92.38,382.99,54.68,306.68,201.43,51.81,103.75,332.68,198.05,456.62,276.11,255.81,45.99,157.35,209.87,256.02,193.36,31.7,154.43,327.6,392.77,376.07,109.75,844.19,364.54,26.57,420.99,572.95,89.69,291.45,362.19,320.42,56.79,455.01,358.33,92.53,180.58,320.86
131,83.32,88.49,20.94,56.11,8.28,28.42,108.96,21.14,24.57,63.12,62.73,47.47,53.61,173.91,26.13,24.77,67.1,68.98,93.8,25.18,86.59,94.65,92.89,47.07,28.69,111.63,169.37,32.01,66.14,79.42,17.47,20.72,43.53,51.66,90.96,38.21,55.67,91.94,38.77,32.31,93.0,76.58,53.82,45.43,68.66,45.26,63.76,27.98,30.21,13.27,47.87,123.31
132,166.9,343.17,25.97,414.81,203.5,77.61,174.2,97.06,155.15,100.39,41.38,220.29,66.33,397.39,228.79,197.26,188.19,237.34,54.37,321.36,260.93,70.88,116.96,46.77,37.92,207.53,180.61,249.16,81.5,134.48,264.61,100.46,21.44,65.21,248.76,110.93,134.82,281.63,36.5,59.85,161.71,717.06,107.24,88.66,103.45,63.82,304.16,170.73,251.85,45.6,36.2,381.47
133,133.74,156.43,132.49,440.17,35.97,132.2,192.23,169.17,40.27,154.01,87.02,111.46,163.23,322.99,171.33,262.74,317.71,88.78,179.92,69.78,155.04,145.99,123.33,21.28,245.28,188.75,279.55,365.97,132.63,33.83,212.64,296.36,294.34,103.72,188.83,315.39,263.43,466.6,72.12,165.36,313.21,139.68,52.83,231.34,206.06,248.93,364.16,110.26,42.48,159.32,313.71,68.39
134,200.67,213.55,71.81,120.45,143.8,642.23,193.87,197.58,75.16,129.3,107.79,324.49,174.9,328.88,148.96,103.14,164.28,138.04,203.22,68.94,76.88,234.65,350.35,45.27,35.19,132.2,101.75,178.98,213.4,193.26,451.07,169.05,149.09,235.78,232.99,116.44,150.36,255.67,272.32,163.47,453.36,181.15,63.2,66.54,123.04,164.62,189.73,64.84,213.58,136.36,291.51,334.74
135,84.27,80.22,210.33,535.68,394.98,48.09,427.73,183.92,230.54,67.85,103.56,157.61,89.92,65.61,342.77,298.18,310.48,124.01,716.65,422.13,321.07,35.58,344.52,124.47,196.34,606.01,236.85,424.99,238.18,257.16,296.73,217.87,62.14,372.91,670.18,307.54,118.38,359.78,633.62,1042.78,297.34,79.25,248.87,397.93,842.21,284.73,61.85,121.87,569.19,469.33,325.31,95.34
136,171.61,94.73,263.49,133.28,1.06,104.67,323.16,82.14,238.36,63.6,102.83,34.28,37.2,148.24,170.52,112.53,55.09,29.48,61.83,79.98,107.63,147.75,58.23,15.16,333.71,116.4,170.1,131.22,44.13,264.32,109.9,97.1,26.17,75.86,161.03,198.98,92.83,30.85,152.03,174.95,240.98,107.38,184.51,147.31,121.86,114.37,192.22,105.96,156.74,38.63,209.53,193.66
137,549.05,608.63,595.12,20.84,380.75,404.88,714.81,117.95,257.28,153.67,41.48,459.13,149.63,560.25,249.27,104.16,69.25,272.45,101.57,98.04,218.76,389.75,148.09,162.05,105.71,196.23,703.1,66.46,45.7,468.11,458.37,201.18,37.09,535.52,272.31,265.59,1125.52,400.68,628.12,271.45,110.21,98.97,101.35,154.98,46.31,193.12,512.07,38.42,163.1,510.23,499.94,734.31
138,20.99,175.46,81.17,97.63,300.51,28.23,80.05,51.5,46.25,34.59,31.23,92.21,12.69,141.79,20.23,119.98,130.43,8.83,153.66,175.72,36.3,112.06,222.31,111.55,23.13,40.1,126.88,122.15,231.25,155.82,49.1,105.86,105.61,48.17,88.18,141.21,123.23,181.75,26.24,81.48,42.95,56.33,35.34,52.39,33.54,66.06,112.92,209.5,206.51,139.84,64.19,107.71
139,606.76,109.63,204.28,255.96,163.81,183.42,81.31,306.37,129.34,171.46,114.03,19.5,72.36,74.5,5.46,863.92,223.93,56.66,403.49,61.17,38.61,344.95,525.6,144.32,448.27,45.99,174.39,174.66,67.91,118.44,326.75,181.38,62.23,185.11,267.71,122.55,112.4,263.62,17.4,39.76,157.14,284.49,240.12,76.4,60.51,78.94,86.8,96.16,389.77,77.79,134.2,53.18
140,7.96,42.19,30.92,58.48,31.59,20.83,34.97,34.76,93.22,51.08,46.35,52.08,29.93,37.05,35.51,85.91,23.42,36.53,31.73,44.88,13.91,30.67,28.92,64.09,21.27,26.78,23.67,24.52,22.36,36.85,17.26,47.02,22.8,41.49,2.64,24.45,14.71,57.22,37.65,50.87,44.43,13.5,24.19,16.43,19.06,25.92,34.55,18.63,6.2,16.37,27.51,20.57
141,209.38,231.79,315.07,292.21,736.91,90.34,609.38,230.73,692.37,177.36,213.09,149.2,53.65,314.47,304.66,398.68,397.85,367.98,491.33,265.33,316.19,79.95,198.54,45.13,246.0,50.44,113.85,65.32,145.26,368.22,233.88,183.93,360.23,437.07,89.1,48.76,159.84,180.71,112.97,134.71,410.26,358.81,187.78,415.77,420.95,183.26,136.55,260.29,233.54,154.62,584.33,654.09
142,30.99,125.99,167.01,80.32,20.35,10.82,63.69,65.04,115.08,124.07,57.16,81.09,121.17,116.51,25.01,74.95,61.89,380.71,108.52,50.9,120.83,109.5,147.17,72.1,34.41,34.82,110.13,134.91,41.02,126.67,152.77,176.89,65.24,144.02,57.75,31.57,142.22,36.0,20.3,59.65,34.07,54.3,37.24,51.44,259.08,72.74,73.89,108.87,185.51,70.28,135.88,29.46
143,144.13,117.04,186.34,140.05,137.99,135.19,132.21,100.55,32.43,298.56,111.83,217.93,159.74,334.05,172.3,146.15,131.9,147.98,239.94,347.78,227.62,55.39,58.88,21.03,33.09,108.9,47.95,74.75,154.43,279.69,189.37,82.3,300.98,28.53,17.03,236.37,502.45,151.2,45.29,116.84,29.84,285.18,137.71,30.12,62.03,105.93,164.5,27.26,78.29,129.79,92.12,175.73
144,159.0,17.01,120.27,78.94,21.44,117.84,245.67,115.13,91.01,70.68,208.08,53.78,59.62,44.08,204.0,98.43,142.91,99.43,115.81,62.97,24.74,85.3,49.45,23.95,61.38,89.65,44.84,113.43,17.92,56.84,37.82,156.42,216.58,39.12,51.28,237.67,214.0,76.27,130.7,64.45,96.39,26.7,80.59,347.31,53.82,31.7,198.24,124.39,68.25,43.2,142.83,20.47
145,213.49,348.42,141.2,62.82,407.92,19.59,37.25,259.49,94.72,9.31,54.31,682.14,90.3,135.23,750.69,249.26,214.34,104.09,73.76,219.9,113.96,494.29,261.41,123.64,60.74,387.34,75.34,135.11,113.56,217.88,451.26,178.54,55.6,184.8,196.16,68.02,78.69,382.31,283.4,74.41,510.5,123.59,81.27,321.36,271.48,190.24,427.81,238.89,76.26,48.0,30.12,184.7
146,256.08,96.18,100.57,140.71,223.38,14.25,743.92,79.44,35.25,128.87,195.83,73.8,143.54,72.75,305.02,178.53,104.76,64.87,478.39,126.02,229.75,325.07,416.48,44.03,327.92,39.48,65.67,211.47,184.43,216.37,69.95,56.18,200.29,219.24,118.73,640.77,155.18,358.85,437.27,513.74,83.31,489.54,43.82,111.28,97.49,134.53,271.77,93.63,148.71,234.39,29.71,29.78
147,27.32,62.87,65.89,8.96,46.36,16.95,32.51,32.47,25.22,37.89,90.83,24.5,83.6,15.17,58.33,86.18,49.31,123.11,92.92,14.76,93.15,91.6,116.89,45.22,176.78,151.16,39.65,33.41,115.57,112.06,126.24,71.68,36.58,52.24,12.62,130.59,12.9,33.16,61.27,37.98,119.86,173.65,125.59,18.11,21.5,156.76,163.15,67.24,27.85,102.06,23.59,39.88
148,63.23,658.9,22.27,164.73,779.81,204.99,273.9,106.34,195.76,154.14,150.87,514.84,529.0,128.26,55.78,334.48,177.86,254.4,13.12,247.56,91.18,74.13,265.82,272.42,229.51,252.71,66.96,252.93,283.61,375.38,179.9,168.4,339.32,196.64,80.74,422.3,377.33,132.24,184.89,111.0,380.09,513.32,204.23,376.34,36.57,142.77,95.59,217.24,232.4,122.38,466.61,155.38
149,321.36,434.16,141.31,29.43,87.4,715.59,372.37,116.17,605.1,329.91,254.82,138.29,20.91,188.66,72.39,191.7,607.67,61.03,239.75,276.49,104.16,292.16,194.18,219.83,213.2,257.18,320.4,469.79,222.12,181.24,190.0,521.57,249.4,388.5,322.56,200.19,354.22,199.76,111.89,220.27,221.09,391.18,202.73,297.25,279.69,373.99,179.96,360.87,220.47,160.91,83.99,95.75
150,53.34,216.68,99.51,65.94,298.3,87.64,170.44,83.79,90.03,92.82,86.52,75.42,48.61,61.94,151.55,106.57,109.88,207.0,168.01,33.27,72.52,227.04,184.41,187.74,119.93,156.98,158.73,121.44,86.69,66.18,299.55,71.06,337.61,14.77,200.98,287.37,103.52,57.76,168.42,261.09,166.24,34.35,154.8,167.49,298.29,176.98,485.23,117.82,26.83,67.61,134.36,35.73
151,26.61,121.69,159.73,238.86,113.04,51.45,290.34,117.88,23.04,208.96,207.62,148.87,293.62,52.79,76.66,41.26,93.73,258.72,47.26,41.07,118.01,165.65,145.9,285.55,232.39,447.51,133.02,138.92,162.23,308.6,10.46,35.07,229.43,151.39,97.67,52.67,240.38,133.81,83.85,66.95,58.85,145.95,311.88,96.55,253.83,180.33,275.67,245.07,54.71,152.44,174.55,253.15
152,121.97,62.83,206.86,265.34,256.28,216.22,134.49,111.91,344.55,370.95,251.75,67.11,82.64,98.7,199.98,52.02,128.04,63.86,175.02,215.3,280.48,109.2,70.54,217.91,97.48,26.69,108.35,401.35,205.32,277.37,30.01,372.03,93.3,113.81,158.65,278.77,191.14,323.53,271.85,95.01,262.83,149.18,185.53,400.43,186.14,67.91,52.87,72.78,139.79,241.9,151.96,79.08
153,202.98,201.25,452.55,311.41,278.74,304.75,258.28,151.78,310.44,119.71,173.36,97.66,87.24,129.24,310.14,232.43,69.64,310.62,292.51,230.5,72.15,211.69,131.31,1031.4,206.23,539.49,122.67,152.19,60.5,155.9,128.63,96.23,34.67,207.47,84.6,50.39,147.0,270.93,180.15,183.99,38.57,307.43,169.78,207.87,214.04,255.97,62.77,203.23,73.6,309.09,187.14,59.19
154,85.28,308.85,207.37,237.91,85.43,43.77,115.79,88.21,377.9,229.64,265.31,258.24,366.12,464.24,317.26,174.12,220.62,342.9,292.96,283.69,78.72,157.66,61.6,27.3,472.7,269.08,183.27,239.42,291.1,649.29,250.48,258.66,107.09,289.81,177.9,188.9,117.04,199.4,186.2,35.71,276.9,39.95,50.64,87.73,152.45,53.98,152.73,350.5,181.3,136.85,113.49,305.4
155,190.83,147.63,111.82,83.3,156.81,46.77,12.51,122.49,311.96,267.46,101.7,348.94,154.0,30.65,176.65,130.43,122.5,307.67,203.17,55.68,138.07,26.96,160.15,171.38,108.49,16.11,136.91,110.27,200.71,65.94,164.94,89.15,190.16,119.26,72.18,139.6,35.42,108.76,234.66,177.84,265.07,313.69,204.98,21.13,222.18,203.85,240.37,142.45,132.21,77.2,66.67,93.77
156,46.82,49.92,33.94,115.59,34.74,55.86,39.2,51.03,213.4,141.19,152.71,141.53,37.28,16.72,326.76,118.51,135.51,19.92,49.76,135.98,82.21,58.2,156.07,20.52,84.58,112.4,256.04,190.12,53.62,91.87,45.13,278.26,105.49,46.22,97.92,25.63,35.88,77.45,68.22,42.07,39.08,45.96,82.59,118.08,95.24,69.65,88.09,23.2,75.85,208.14,29.59,19.81
157,74.59,168.04,70.67,227.99,326.66,177.15,145.28,249.07,62.22,52.6,65.67,116.31,156.39,219.08,429.1,124.11,73.34,25.08,209.74,34.07,404.84,57.91,13.94,82.19,56.67,45.87,58.81,30.37,107.41,24.67,4.3,266.88,190.3,172.42,121.18,259.24,287.7,73.74,690.88,36.63,164.85,185.97,378.8,45.27,92.46,260.31,97.63,220.52,30.12,328.86,86.35,454.54
158,90.68,31.07,152.84,69.4,104.22,122.0,65.53,71.14,139.18,96.15,204.39,63.45,76.0,46.23,102.64,30.92,10.68,225.58,211.94,221.82,78.03,17.25,62.47,180.16,243.6,175.42,279.45,309.59,130.42,160.87,75.64,123.27,77.91,113.49,228.75,206.54,327.41,181.44,18.82,452.65,218.11,39.88,62.95,360.07,63.53,34.28,186.83,74.91,180.16,65.23,158.41,134.4
159,154.56,42.68,59.37,72.51,123.12,52.6,152.05,127.99,93.15,114.16,133.58,38.05,113.55,151.46,124.18,91.22,195.03,183.81,372.4,223.91,87.5,154.37,201.04,177.23,135.5,101.28,36.12,22.96,230.7,119.78,173.22,31.2,277.54,22.5,135.52,43.05,159.82,112.86,190.09,155.79,67.21,114.73,167.32,105.23,97.94,137.98,385.01,39.23,158.37,30.75,154.76,141.34
160,40.11,110.21,279.17,171.6,466.92,373.37,289.95,199.25,46.87,519.31,103.73,519.0,370.08,56.95,83.28,86.24,129.85,50.57,446.73,306.98,415.05,291.24,393.0,101.77,496.27,747.81,482.75,213.21,396.84,523.14,154.64,707.76,353.76,336.19,70.47,329.06,140.65,344.27,203.46,363.04,307.4,121.33,578.66,107.67,348.15,300.62,485.42,304.0,209.27,756.35,127.99,389.29
161,153.8,164.1,189.92,76.98,41.42,121.99,225.72,42.56,390.77,486.12,96.04,198.48,235.8,133.46,172.69,27.3,93.89,379.85,148.98,69.3,90.27,53.41,140.78,272.92,213.15,7.27,270.57,85.15,334.21,153.71,73.45,171.05,155.74,142.27,321.31,175.64,140.61,412.87,40.69,314.73,46.29,383.26,122.2,27.87,286.38,164.35,169.38,31.48,179.6,45.55,154.54,125.56
162,154.85,126.37,68.24,66.67,281.86,50.24,229.68,64.68,101.05,46.56,21.51,63.32,163.46,190.02,23.45,24.62,21.15,53.56,97.2,117.86,18.79,46.68,13.64,127.14,19.99,67.6,157.32,149.91,62.73,32.78,108.42,36.19,46.81,78.8,70.5,234.29,11.24,26.87,87.14,19.33,24.85,36.72,55.69,80.02,70.38,39.76,26.2,50.52,140.23,11.49,47.33,165.81
163,143.54,183.7,30.97,25.08,155.87,99.96,133.45,311.7,280.21,224.14,57.43,109.64,137.67,88.49,89.64,90.47,287.07,522.05,73.25,55.22,112.12,61.09,93.1,61.8,187.21,6.87,45.98,67.77,50.88,226.61,140.27,85.73,47.64,120.94,192.5,158.21,72.55,60.36,254.55,188.68,214.96,53.99,327.02,59.34,160.11,218.01,122.05,61.87,75.73,159.35,139.52,27.35
164,182.81,99.57,113.81,126.62,60.01,122.72,66.74,67.2,115.14,66.75,19.6,58.95,48.59,82.3,55.36,60.53,126.4,109.03,71.34,93.73,77.42,22.96,192.61,169.27,203.07,94.69,104.86,200.12,29.11,233.15,74.52,28.84,257.79,96.56,195.65,92.05,279.35,192.0,5.03,97.78,188.55,43.08,109.73,248.82,136.99,67.32,186.66,107.52,172.86,211.09,138.91,19.94
165,54.1,109.61,62.19,131.0,193.97,392.78,237.16,121.89,281.3,132.33,49.28,21.79,268.86,386.14,31.99,36.18,230.38,141.9,13.31,151.89,314.95,479.14,122.44,52.63,224.06,561.25,35.28,21.86,56.98,121.12,190.06,92.03,144.98,110.3,313.96,126.72,65.55,146.23,294.58,166.79,67.04,63.6,139.49,72.4,65.9,159.12,175.53,117.08,115.61,16.52,148.87,72.34
166,250.86,243.27,218.89,52.9,451.78,415.76,129.55,456.47,126.42,4.15,386.53,279.88,200.43,160.73,135.02,84.44,120.04,345.48,187.81,105.44,127.44,292.81,287.08,311.53,316.39,408.94,67.96,36.78,336.58,279.92,460.73,340.77,85.02,136.35,351.59,202.13,129.34,194.04,464.56,205.43,263.63,94.73,368.78,430.69,135.15,461.95,94.95,558.68,170.44,242.34,105.64,101.89
167,721.67,196.66,37.35,298.89,349.44,130.36,97.58,48.81,255.97,538.06,140.68,145.41,81.45,423.69,137.92,272.08,68.23,249.9,460.71,87.25,212.0,419.8,468.82,257.6,241.1,540.24,184.39,727.16,62.31,596.52,303.88,184.32,84.12,64.73,307.72,554.66,414.48,276.46,47.5,184.53,310.02,269.34,41.17,490.81,169.31,114.38,214.31,278.35,186.27,417.12,145.86,167.7
168,139.7,13.09,15.38,84.32,122.8,203.2,75.13,107.6,60.34,39.57,156.04,178.76,39.37,102.41,18.99,60.02,109.15,87.91,155.83,16.0,180.29,52.85,66.43,75.76,139.38,171.87,138.48,46.5,53.58,144.86,85.54,134.02,55.94,109.12,64.62,190.79,128.84,121.27,373.6,115.99,202.23,43.47,32.33,155.14,200.06,75.1,41.55,78.23,196.34,214.25,239.52,172.87
169,238.34,134.02,108.94,187.14,47.16,163.92,18.5,160.57,405.28,67.12,47.77,101.28,186.82,69.39,92.33,228.23,91.42,43.23,120.13,297.07,19.96,91.56,120.9,54.03,460.06,233.61,331.88,225.39,299.6,108.0,99.13,194.41,47.76,69.86,616.39,324.23,312.08,189.85,276.84,206.81,137.09,153.49,92.42,442.02,367.84,275.13,236.05,88.48,58.43,180.35,102.56,103.09
170,137.86,37.37,95.96,106.18,311.58,37.39,197.16,89.64,209.26,59.49,70.27,12.78,103.86,131.94,41.17,73.77,56.51,89.23,28.85,125.97,177.4,140.42,108.07,61.6,88.46,145.47,52.99,175.06,58.0,65.86,35.04,21.1,89.92,167.14,264.88,109.56,200.88,133.31,188.58,31.83,269.18,35.47,13.39,76.56,128.23,29.89,67.98,81.73,40.62,160.46,133.4,97.62
171,63.74,337.14,295.16,311.15,308.7,185.53,844.9,143.67,78.62,87.05,154.25,499.2,124.88,137.21,489.55,209.4,109.53,191.49,162.67,1465.07,39.35,580.8,438.3,526.16,165.47,108.25,134.59,735.04,308.82,110.17,26.5,54.87,275.21,94.4,61.51,122.9,173.35,213.39,157.98,459.08,48.18,109.33,368.93,350.1,130.26,572.29,198.59,291.7,215.08,81.83,493.96,568.17
172,118.38,45.15,455.58,114.72,179.3,83.76,355.56,517.92,302.34,112.91,88.84,13.99,366.0,223.46,143.73,68.82,248.11,145.69,372.11,130.73,348.52,32.27,183.24,185.5,203.25,273.95,58.99,152.61,564.37,252.81,48.48,152.36,252.21,44.81,362.39,235.91,301.37,248.66,146.58,74.61,120.65,137.02,738.54,224.22,51.43,107.23,330.08,41.23,429.71,376.77,1148.55,10.67
173,118.82,264.9,73.64,134.02,160.32,55.6,12.38,176.7,83.75,135.86,192.73,133.82,48.81,12.3,135.71,123.07,185.59,123.43,109.34,44.69,217.5,82.13,104.38,145.11,9.65,113.26,43.89,174.04,156.93,200.41,299.07,94.46,139.03,313.14,160.07,137.16,247.29,125.37,83.15,168.62,201.17,67.26,55.85,50.06,28.14,56.97,75.19,23.56,229.73,268.06,41.2,131.12
174,56.21,50.16,176.07,269.02,191.53,44.26,85.84,9.04,103.67,208.99,90.6,3.22,59.69,344.14,71.13,149.09,37.26,180.96,95.66,133.09,159.71,43.01,275.38,25.3,54.07,79.47,84.56,70.28,198.78,30.15,197.66,93.93,55.89,88.82,151.44,56.95,131.86,98.75,139.84,75.5,30.23,295.84,142.03,85.49,105.86,266.55,52.69,67.64,89.6,119.07,173.37,33.9
175,259.41,118.46,108.42,46.71,70.72,11.11,28.14,63.57,25.34,113.33,81.42,151.89,71.51,66.43,86.28,133.11,35.21,232.06,254.35,89.11,22.86,149.0,73.21,41.22,44.81,92.77,58.95,73.03,46.7,78.79,70.45,196.15,72.24,220.87,114.09,309.35,379.97,137.94,137.77,125.82,150.72,79.06,179.61,216.96,85.88,114.06,120.34,10.79,103.08,52.88,75.41,126.23
176,180.66,44.5,42.8,27.31,89.25,80.28,77.54,35.48,39.54,116.5,136.76,153.16,50.79,63.52,79.82,48.27,143.94,83.83,42.12,22.69,199.43,80.41,55.31,45.72,141.33,46.43,50.29,81.33,58.89,55.3,54.39,5.44,6.75,32.78,48.7,67.75,73.72,18.45,40.41,34.1,48.98,20.62,16.02,31.0,19.15,38.71,37.28,111.7,85.27,24.96,58.16,53.92
177,46.41,141.58,489.24,39.85,11.0,103.32,223.07,290.59,134.25,190.78,665.28,124.48,78.67,846.83,266.61,209.28,59.46,242.31,518.23,329.34,458.7,29.32,429.11,168.31,297.04,609.72,136.01,541.89,430.24,942.06,112.38,180.2,98.47,75.14,261.45,133.82,201.88,55.65,424.82,219.25,185.56,208.02,154.51,300.02,374.8,214.96,65.56,172.61,60.25,247.68,92.93,229.24
178,136.22,34.57,226.92,431.69,613.1,283.39,300.71,180.76,150.81,197.45,37.81,64.52,484.68,209.45,161.12,30.16,91.95,305.07,267.01,408.14,446.14,187.98,99.48,219.25,32.27,273.72,11.57,315.35,386.63,31.72,170.05,124.29,261.63,492.36,132.38,91.93,301.97,159.02,52.91,594.34,15.43,107.15,307.22,149.84,238.14,272.42,104.77,634.47,179.57,163.0,186.23,13.87
179,247.38,304.29,802.45,163.72,36.76,313.73,216.89,140.05,80.3,154.54,63.76,184.88,251.21,37.81,52.77,383.82,85.89,280.32,315.38,197.13,198.11,143.36,205.98,77.31,131.48,325.45,291.47,220.11,94.94,465.93,423.5,256.87,320.66,119.96,288.13,34.8,75.93,114.35,207.22,103.75,82.61,162.35,130.68,124.73,141.04,139.64,214.84,268.21,78.63,139.91,124.0,178.54
180,88.47,65.19,139.44,39.49,126.75,81.39,92.02,79.43,93.26,274.51,15.73,53.56,64.82,110.68,100.11,148.7,129.07,154.32,74.15,85.29,85.95,106.37,228.94,143.28,49.01,84.98,240.64,104.46,15.04,288.98,32.63,104.17,158.03,104.74,50.0,90.33,27.04,117.99,173.06,23.28,149.27,50.09,48.66,171.42,229.08,349.97,67.77,231.28,93.27,175.71,69.04,171.36
181,35.79,202.99,380.9,242.43,154.02,206.93,187.34,90.7,32.11,51.57,358.09,161.5,140.33,21.23,238.49,97.17,78.83,21.55,363.87,41.12,186.2,211.86,38.17,234.79,122.67,302.3,99.43,488.1,318.07,324.6,135.5,80.53,355.64,131.53,133.13,84.33,44.69,220.31,48.63,165.15,118.26,71.0,146.95,217.16,277.22,152.94,154.94,207.7,229.58,219.82,58.06,60.77
182,230.8,287.35,260.1,370.4,225.65,300.34,181.67,234.71,26.38,513.94,141.91,200.11,168.91,66.77,140.41,70.44,73.23,59.57,114.02,192.97,291.49,135.85,320.88,108.14,311.05,595.04,294.94,224.78,709.81,129.66,305.16,412.08,84.42,201.41,517.1,584.37,222.88,246.7,148.54,41.38,244.14,150.31,515.23,304.16,74.03,132.35,65.05,51.73,264.06,48.28,59.85,86.81
183,137.6,42.81,474.94,177.98,170.06,180.35,289.33,30.09,99.27,81.63,79.89,198.41,121.45,113.72,42.95,188.22,193.81,87.34,165.08,21.96,61.2,106.7,88.03,102.75,28.7,154.73,165.0,135.08,32.45,278.44,123.46,325.65,169.49,199.67,248.13,84.62,89.59,338.03,125.18,59.98,117.56,274.25,248.43,129.71,129.35,58.98,159.09,332.92,423.66,281.21,6.69,169.05
184,107.85,44.76,91.85,77.03,40.51,109.31,161.65,73.56,12.2,43.34,159.61,51.29,17.2,125.44,104.91,55.32,213.28,25.05,53.02,81.21,35.86,53.13,51.35,121.95,181.57,63.88,43.52,38.13,79.24,115.16,27.62,117.84,70.05,107.78,150.15,71.67,140.44,57.52,174.3,185.02,109.29,123.93,53.13,105.11,224.8,63.59,211.53,168.08,81.76,56.22,48.41,64.85
185,96.64,42.97,57.37,79.31,70.25,112.34,204.97,54.27,125.2,120.1,58.46,121.12,14.54,8.28,50.77,125.37,152.36,97.42,155.97,34.59,47.07,157.92,157.26,268.25,23.17,19.58,179.03,91.11,31.79,38.4,38.91,146.44,135.92,39.03,54.55,253.95,113.73,57.73,69.95,157.15,81.45,178.8,67.69,40.55,36.61,63.75,128.67,10.88,44.95,40.78,69.02,75.68
186,266.07,91.59,37.11,36.17,280.23,138.49,77.23,48.72,186.06,174.38,260.35,162.98,228.4,64.53,37.6,117.84,66.71,41.06,95.64,46.1,108.77,203.85,106.34,37.28,307.52,269.77,360.73,156.88,135.23,106.96,415.17,52.83,135.96,92.22,229.56,237.87,58.79,61.5,302.52,232.03,88.2,360.97,416.56,191.43,44.38,183.16,184.6,175.07,157.53,53.71,222.04,135.64
187,289.73,137.62,1312.15,555.54,317.22,156.09,406.56,305.82,299.96,953.69,98.94,104.24,201.32,262.26,83.04,216.82,314.15,108.18,286.68,113.39,362.66,165.91,195.72,143.85,204.06,301.7,212.15,93.73,125.98,652.37,446.19,252.58,387.18,188.14,448.89,143.8,169.9,72.88,324.29,201.17,224.61,202.3,137.08,1093.91,138.6,263.65,399.39,160.12,447.96,329.81,824.82,374.1
188,187.1,361.09,69.28,416.31,151.84,284.14,428.71,149.72,492.89,147.16,167.87,206.09,174.32,142.36,145.06,79.86,44.98,223.62,291.25,583.46,560.71,547.57,221.11,291.71,74.5,337.98,267.68,165.76,115.67,1016.43,259.97,356.41,293.84,208.12,185.72,175.4,55.34,84.2,207.0,169.45,268.62,380.2,230.2,190.04,334.51,411.95,70.82,202.29,61.05,91.26,99.14,1422.62
189,11.27,38.86,55.15,98.92,23.86,19.19,91.99,4.84,65.91,16.58,29.35,29.09,92.48,25.48,25.4,38.67,41.84,76.03,43.8,74.7,33.24,42.1,39.4,27.55,45.99,35.04,13.27,156.21,41.46,44.29,54.37,60.01,22.53,7.4,29.22,58.24,33.83,91.54,20.19,27.94,78.99,59.82,22.19,51.84,52.37,35.99,12.75,31.39,42.26,58.65,22.91,34.03
190,353.5,89.03,126.3,79.37,117.37,142.97,46.01,53.6,74.21,87.05,101.45,80.65,9.95,136.16,59.44,128.29,120.82,107.24,115.46,155.72,198.35,40.44,66.6,120.39,308.78,130.53,140.49,94.79,152.29,14.65,47.69,37.51,102.01,179.31,101.63,162.34,145.44,106.37,36.48,124.72,60.0,236.64,99.45,24.06,147.26,130.96,55.25,112.19,80.18,295.51,119.24,98.03
191,86.01,212.58,690.43,313.44,430.01,116.54,83.48,53.1,213.76,543.4,208.36,164.2,216.98,359.67,547.43,795.5,434.03,170.41,160.36,169.23,367.81,386.34,76.42,88.16,302.95,1299.66,95.78,57.28,84.71,287.71,705.51,367.77,499.6,215.37,481.86,457.87,64.86,67.49,824.21,389.21,224.09,87.0,413.87,219.26,306.52,175.4,174.32,301.92,53.65,32.38,187.73,86.78
192,134.92,538.74,170.64,191.33,299.39,197.17,494.56,38.37,75.63,49.88,358.02,48.04,36.66,109.13,193.44,356.11,50.61,74.99,209.72,152.2,436.49,59.01,37.93,77.48,34.93,56.06,67.67,298.71,35.94,258.11,242.23,106.24,300.62,30.96,151.07,322.74,37.75,463.29,239.66,49.15,35.72,95.38,91.39,200.42,254.82,85.01,104.45,53.44,55.0,69.4,101.8,155.06
193,145.91,90.9,476.28,76.09,120.76,431.59,280.31,254.38,573.44,311.58,157.81,61.0,157.3,677.24,46.27,67.06,140.17,25.98,368.03,276.39,137.4,188.55,105.22,103.23,219.29,98.6,153.21,464.22,154.24,202.08,213.04,79.9,52.96,94.42,118.95,108.31,157.13,97.31,556.86,394.91,129.36,380.42,96.42,56.08,132.56,107.95,213.87,100.35,168.88,419.69,102.42,339.96
194,302.59,108.94,149.68,345.31,365.0,408.48,418.04,135.15,249.92,399.09,394.01,223.24,256.42,323.9,250.3,98.98,270.13,203.85,407.9,34.36,383.72,128.81,333.67,327.98,78.81,147.05,155.62,173.35,101.4,354.67,89.51,314.12,212.16,289.82,128.87,58.26,120.33,238.43,248.76,433.15,109.29,193.19,361.06,170.26,308.98,30.66,290.64,256.43,190.48,96.25,109.03,172.38
